thisToken=overreact,thisLemma=overreact,thisPos=VBP,lastToken=markets,lastLemma=market,lastPos=NNS,nextToken=to,nextLemma=to,nextPos=TO,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=8,parentNode=VP,siblings=NP;!VP,distStart=8,distEnd=13,inQuotes=False,label=N,metaData=3;8;wsj_2444.xml
thisToken=gets,thisLemma=get,thisPos=VBZ,lastToken=market,lastLemma=market,lastPos=NN,nextToken=pneumonia,nextLemma=pneumonia,nextPos=NN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=convert-26.6.2;!get-13.5.1-1,depth=3,parentNode=VP,"siblings=SBAR;!,;!NP;!VP;!.",distStart=11,distEnd=2,inQuotes=False,label=N,metaData=4;11;wsj_2444.xml
thisToken=catches,thisLemma=catch,thisPos=VBZ,lastToken=economy,lastLemma=economy,lastPos=NN,nextToken=cold,nextLemma=cold,nextPos=JJ,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=get-13.5.1,depth=5,parentNode=VP,siblings=NP;!VP,distStart=4,distEnd=9,inQuotes=False,label=N,metaData=4;4;wsj_2444.xml
thisToken=plummet,thisLemma=plummet,thisPos=VB,"lastToken=,","lastLemma=,","lastPos=,",nextToken=much,nextLemma=much,nextPos=RB,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=calibratable_cos-45.6-1,depth=3,parentNode=VP,"siblings=PP;!,;!NP;!VP;!.",distStart=16,distEnd=9,inQuotes=False,label=N,metaData=5;16;wsj_2444.xml
thisToken=seen,thisLemma=see,thisPos=VBN,lastToken=was,lastLemma=be,lastPos=VBD,nextToken=in,nextLemma=in,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=characterize-29.2-1;!consider-29.9-1-1;!see-30.1-1,depth=4,parentNode=VP,siblings=VBD;!VP,distStart=2,distEnd=14,inQuotes=False,label=N,metaData=6;2;wsj_2444.xml
thisToken=rebound,thisLemma=rebind,thisPos=VB,lastToken=will,lastLemma=will,lastPos=MD,nextToken=far,nextLemma=far,nextPos=RB,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=5,parentNode=VP,siblings=MD;!VP,distStart=21,distEnd=7,inQuotes=False,label=N,metaData=7;21;wsj_2444.xml
thisToken=rebounds,thisLemma=rebound,thisPos=VBZ,lastToken=economy,lastLemma=economy,lastPos=NN,nextToken=from,nextLemma=from,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=6,parentNode=VP,siblings=NP;!VP,distStart=12,distEnd=16,inQuotes=False,label=N,metaData=7;12;wsj_2444.xml
thisToken=is,thisLemma=be,thisPos=VBZ,lastToken=reverse,lastLemma=reverse,lastPos=NN,nextToken=also,nextLemma=also,nextPos=RB,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=4,parentNode=VP,siblings=CC;!NP;!VP,distStart=3,distEnd=25,inQuotes=False,label=N,metaData=7;3;wsj_2444.xml
thisToken=do,thisLemma=do,thisPos=VBP,lastToken=Why,lastLemma=why,lastPos=WRB,nextToken=local,nextLemma=local,nextPos=JJ,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=4,parentNode=VP,siblings=VP,distStart=1,distEnd=9,inQuotes=False,label=N,metaData=8;1;wsj_2444.xml
thisToken=overreact,thisLemma=overreact,thisPos=VBP,lastToken=markets,lastLemma=market,lastPos=NNS,nextToken=to,nextLemma=to,nextPos=TO,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=7,parentNode=VP,siblings=NP;!VP,distStart=5,distEnd=5,inQuotes=False,label=N,metaData=8;5;wsj_2444.xml
thisToken=are,thisLemma=be,thisPos=VBP,lastToken=leases,lastLemma=lease,lastPos=NNS,nextToken=such,nextLemma=such,nextPos=JJ,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=3,parentNode=VP,siblings=PP;!NP;!VP;!.,distStart=5,distEnd=22,inQuotes=False,label=N,metaData=9;5;wsj_2444.xml
thisToken=make,thisLemma=make,thisPos=VBP,lastToken=individuals,lastLemma=individual,lastPos=NNS,nextToken=these,nextLemma=these,nextPos=DT,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=build-26.1-1;!dub-29.3;!reach-51.8,depth=7,parentNode=VP,siblings=NP;!VP,distStart=15,distEnd=12,inQuotes=False,label=N,metaData=9;15;wsj_2444.xml
thisToken=written,thisLemma=write,thisPos=VBN,lastToken=was,lastLemma=be,lastPos=VBD,nextToken=off,nextLemma=off,nextPos=RP,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=lecture-37.11-1;!performance-26.7-2-1;!scribble-25.2;!transfer_mesg-37.1.1-1-1,depth=4,parentNode=VP,siblings=VBD;!VP,distStart=3,distEnd=20,inQuotes=False,label=N,metaData=10;3;wsj_2444.xml
thisToken=suffered,thisLemma=suffer,thisPos=VBD,lastToken=industry,lastLemma=industry,lastPos=NN,nextToken=a,nextLemma=a,nextPos=DT,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=admire-31.2;!marvel-31.3-4,depth=7,parentNode=VP,siblings=NP;!VP,distStart=16,distEnd=7,inQuotes=False,label=N,metaData=10;16;wsj_2444.xml
thisToken=were,thisLemma=be,thisPos=VBD,lastToken=sales,lastLemma=sale,lastPos=NNS,nextToken=down,nextLemma=down,nextPos=RB,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=4,parentNode=VP,siblings=NP;!VP,distStart=13,distEnd=4,inQuotes=False,label=N,metaData=11;13;wsj_2444.xml
thisToken=dropped,thisLemma=drop,thisPos=VBD,lastToken=employment,lastLemma=employment,lastPos=NN,nextToken=by,nextLemma=by,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=calibratable_cos-45.6-1;!meander-47.7;!put_direction-9.4;!roll-51.3.1,depth=4,parentNode=VP,siblings=NP;!VP,distStart=2,distEnd=15,inQuotes=False,label=N,metaData=11;2;wsj_2444.xml
thisToken=hurt,thisLemma=hurt,thisPos=VBN,lastToken=was,lastLemma=be,lastPos=VBD,nextToken=even,nextLemma=even,nextPos=RB,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=amuse-31.1;!hurt-40.8.3-2;!marvel-31.3-4;!pain-40.8.1,depth=4,parentNode=VP,siblings=VBD;!VP,distStart=6,distEnd=3,inQuotes=False,label=N,metaData=12;6;wsj_2444.xml
thisToken=were,thisLemma=be,thisPos=VBD,lastToken=1982,lastLemma=1982,lastPos=CD,nextToken=off,nextLemma=off,nextPos=RB,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=3,parentNode=VP,"siblings=PP;!,;!NP;!VP;!.",distStart=12,distEnd=9,inQuotes=False,label=N,metaData=13;12;wsj_2444.xml
thisToken=rallied,thisLemma=rally,thisPos=VBD,lastToken=economy,lastLemma=economy,lastPos=NN,nextToken=in,nextLemma=in,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=nonvehicle-51.4.2,depth=3,parentNode=VP,siblings=ADVP;!NP;!VP;!.,distStart=5,distEnd=8,inQuotes=False,label=N,metaData=14;5;wsj_2444.xml
thisToken=soared,thisLemma=soar,thisPos=VBD,"lastToken=,","lastLemma=,","lastPos=,",nextToken=a,nextLemma=a,nextPos=DT,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=calibratable_cos-45.6-1,depth=3,parentNode=VP,siblings=NP;!VP;!.,distStart=6,distEnd=13,inQuotes=False,label=N,metaData=15;6;wsj_2444.xml
thisToken=asking,thisLemma=ask,thisPos=VBG,lastToken=now,lastLemma=now,lastPos=RB,"nextToken=,","nextLemma=,","nextPos=,",colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=inquire-37.1.2;!order-60-1;!urge-58,depth=6,parentNode=VP,siblings=VBP;!ADVP;!VP,distStart=9,distEnd=6,inQuotes=False,label=N,metaData=16;9;wsj_2444.xml
thisToken=Look,thisLemma=look,thisPos=VB,lastToken=None,lastLemma=None,lastPos=None,nextToken=no,nextLemma=no,nextPos=DT,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=peer-30.3;!rummage-35.5;!stimulus_subject-30.4,depth=3,parentNode=VP,siblings=VP;!.,distStart=0,distEnd=24,inQuotes=False,label=N,metaData=17;0;wsj_2444.xml
thisToken=touted,thisLemma=tout,thisPos=VBN,lastToken=have,lastLemma=have,lastPos=VBP,nextToken=Houston,nextLemma=Houston,nextPos=NNP,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=4,parentNode=VP,siblings=VBP;!VP,distStart=6,distEnd=13,inQuotes=False,label=N,metaData=18;6;wsj_2444.xml
thisToken=appears,thisLemma=appear,thisPos=VBZ,lastToken=now,lastLemma=now,lastPos=RB,nextToken=to,nextLemma=to,nextPos=TO,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=appear-48.1.1,depth=3,parentNode=VP,siblings=CC;!NP;!VP;!.,distStart=2,distEnd=7,inQuotes=False,label=N,metaData=19;2;wsj_2444.xml
thisToken=be,thisLemma=be,thisPos=VB,lastToken=to,lastLemma=to,lastPos=TO,nextToken=the,nextLemma=the,nextPos=DT,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=6,parentNode=VP,siblings=TO;!VP,distStart=4,distEnd=5,inQuotes=False,label=N,metaData=19;4;wsj_2444.xml
thisToken=act,thisLemma=act,thisPos=VB,lastToken=to,lastLemma=to,lastPos=TO,nextToken=.,nextLemma=.,nextPos=.,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=masquerade-29.6-1,depth=10,parentNode=VP,siblings=TO;!VP,distStart=8,distEnd=1,inQuotes=False,label=N,metaData=19;8;wsj_2444.xml
thisToken=did,thisLemma=do,thisPos=VBD,lastToken=economy,lastLemma=economy,lastPos=NN,nextToken=drop,nextLemma=drop,nextPos=NN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=4,parentNode=VP,siblings=VP;!CC;!RB;!VP,distStart=4,distEnd=12,inQuotes=False,label=N,metaData=20;4;wsj_2444.xml
thisToken=flatten,thisLemma=flatten,thisPos=VB,lastToken=then,lastLemma=then,lastPos=RB,nextToken=in,nextLemma=in,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=other_cos-45.4,depth=4,parentNode=VP,siblings=VP;!CC;!RB;!VP,distStart=8,distEnd=8,inQuotes=False,label=N,metaData=20;8;wsj_2444.xml
thisToken=were,thisLemma=be,thisPos=VBD,lastToken=sales,lastLemma=sale,lastPos=NNS,nextToken=off,nextLemma=off,nextPos=RB,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=4,parentNode=VP,siblings=NP;!VP,distStart=19,distEnd=4,inQuotes=False,label=N,metaData=21;19;wsj_2444.xml
thisToken=was,thisLemma=be,thisPos=VBD,lastToken=employment,lastLemma=employment,lastPos=NN,nextToken=down,nextLemma=down,nextPos=RB,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=4,parentNode=VP,siblings=NP;!VP,distStart=5,distEnd=18,inQuotes=False,label=N,metaData=21;5;wsj_2444.xml
thisToken=suffered,thisLemma=suffer,thisPos=VBD,lastToken=market,lastLemma=market,lastPos=NN,nextToken=even,nextLemma=even,nextPos=RB,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=admire-31.2;!marvel-31.3-4,depth=3,parentNode=VP,siblings=NP;!VP;!.,distStart=3,distEnd=5,inQuotes=False,label=N,metaData=22;3;wsj_2444.xml
thisToken=dropped,thisLemma=drop,thisPos=VBD,lastToken=construction,lastLemma=construction,lastPos=NN,nextToken=97,nextLemma=97,nextPos=CD,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=calibratable_cos-45.6-1;!meander-47.7;!put_direction-9.4;!roll-51.3.1,depth=3,parentNode=VP,siblings=NP;!VP;!.,distStart=2,distEnd=3,inQuotes=False,label=N,metaData=23;2;wsj_2444.xml
thisToken=was,thisLemma=be,thisPos=VBD,lastToken=space,lastLemma=space,lastPos=NN,nextToken=vacant,nextLemma=vacant,nextPos=JJ,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=4,parentNode=VP,siblings=NP;!VP,distStart=22,distEnd=2,inQuotes=False,label=N,metaData=24;22;wsj_2444.xml
thisToken=soared,thisLemma=soar,thisPos=VBD,lastToken=rate,lastLemma=rate,lastPos=NN,nextToken=more,nextLemma=more,nextPos=JJR,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=calibratable_cos-45.6-1,depth=4,parentNode=VP,siblings=NP;!VP,distStart=3,distEnd=21,inQuotes=False,label=N,metaData=24;3;wsj_2444.xml
thisToken=were,thisLemma=be,thisPos=VBD,lastToken='',lastLemma='',lastPos='',nextToken=indicative,nextLemma=indicative,nextPos=JJ,colonAdj=False,quoteAdjIns=False,quoteAdjOut=True,VNclasses=,depth=3,parentNode=VP,"siblings=PP;!,;!NP;!VP;!.",distStart=15,distEnd=7,inQuotes=False,label=N,metaData=25;15;wsj_2444.xml
thisToken=overreacted,thisLemma=overreact,thisPos=VBN,lastToken=had,lastLemma=have,lastPos=VBD,nextToken=.,nextLemma=.,nextPos=.,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=4,parentNode=VP,siblings=VBD;!VP,distStart=7,distEnd=1,inQuotes=False,label=N,metaData=26;7;wsj_2444.xml
thisToken=retained,thisLemma=retain,thisPos=VBD,lastToken=economy,lastLemma=economy,lastPos=NN,nextToken=a,nextLemma=a,nextPos=DT,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=3,parentNode=VP,"siblings=ADVP;!,;!NP;!VP;!.",distStart=6,distEnd=4,inQuotes=False,label=N,metaData=27;6;wsj_2444.xml
thisToken=held,thisLemma=hold,thisPos=VBN,lastToken=has,lastLemma=have,lastPos=VBZ,nextToken=steady,nextLemma=steady,nextPos=JJ,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=conjecture-29.5-1;!fit-54.3;!hold-15.1-1,depth=4,parentNode=VP,siblings=VBZ;!VP,distStart=5,distEnd=7,inQuotes=False,label=N,metaData=28;5;wsj_2444.xml
thisToken=returned,thisLemma=return,thisPos=VBN,lastToken=has,lastLemma=have,lastPos=VBZ,nextToken=to,nextLemma=to,nextPos=TO,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=contribute-13.2-2;!convert-26.6.2;!escape-51.1-2;!send-11.1,depth=4,parentNode=VP,siblings=VBZ;!VP,distStart=11,distEnd=9,inQuotes=False,label=N,metaData=29;11;wsj_2444.xml
thisToken=poised,thisLemma=poise,thisPos=VBN,lastToken=is,lastLemma=be,lastPos=VBZ,nextToken=for,nextLemma=for,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=4,parentNode=VP,siblings=VBZ;!VP,distStart=8,distEnd=5,inQuotes=False,label=N,metaData=30;8;wsj_2444.xml
thisToken=added,thisLemma=add,thisPos=VBN,lastToken=were,lastLemma=be,lastPos=VBD,nextToken=in,nextLemma=in,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=mix-22.1-2,depth=4,parentNode=VP,siblings=VBD;!VP,distStart=5,distEnd=18,inQuotes=False,label=N,metaData=31;5;wsj_2444.xml
thisToken=puts,thisLemma=put,thisPos=VBZ,lastToken=growth,lastLemma=growth,lastPos=NN,nextToken=Houston,nextLemma=Houston,nextPos=NNP,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=put-9.1-2,depth=3,parentNode=VP,siblings=NP;!VP;!.,distStart=2,distEnd=13,inQuotes=False,label=N,metaData=32;2;wsj_2444.xml
thisToken=project,thisLemma=project,thisPos=VBP,lastToken=forecasts,lastLemma=forecast,lastPos=NNS,nextToken=a,nextLemma=a,nextPos=DT,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=spatial_configuration-47.6,depth=3,parentNode=VP,siblings=CC;!NP;!VP;!.,distStart=2,distEnd=22,inQuotes=False,label=N,metaData=33;2;wsj_2444.xml
thisToken=is,thisLemma=be,thisPos=VBZ,lastToken=Denver,lastLemma=Denver,lastPos=NNP,nextToken=another,nextLemma=another,nextPos=DT,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=3,parentNode=VP,siblings=NP;!VP;!.,distStart=1,distEnd=30,inQuotes=False,label=N,metaData=34;1;wsj_2444.xml
thisToken=overreacted,thisLemma=overreact,thisPos=VBN,lastToken=has,lastLemma=have,lastPos=VBZ,nextToken=to,nextLemma=to,nextPos=TO,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=8,parentNode=VP,siblings=VBZ;!VP,distStart=11,distEnd=20,inQuotes=False,label=N,metaData=34;11;wsj_2444.xml
thisToken=experienced,thisLemma=experience,thisPos=VBN,lastToken=not,lastLemma=not,lastPos=RB,nextToken=as,nextLemma=as,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=sight-30.2,depth=12,parentNode=VP,siblings=VBZ;!RB;!VP,distStart=23,distEnd=8,inQuotes=False,label=N,metaData=34;23;wsj_2444.xml
thisToken=improved,thisLemma=improve,thisPos=VBN,lastToken=actually,lastLemma=actually,lastPos=RB,nextToken=in,nextLemma=in,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=other_cos-45.4,depth=4,parentNode=VP,siblings=VBZ;!ADVP;!VP,distStart=10,distEnd=6,inQuotes=False,label=N,metaData=35;10;wsj_2444.xml
thisToken=continued,thisLemma=continue,thisPos=VBN,lastToken=has,lastLemma=have,lastPos=VBZ,nextToken=to,nextLemma=to,nextPos=TO,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=continue-55.3,depth=4,parentNode=VP,siblings=VBZ;!VP,distStart=3,distEnd=13,inQuotes=False,label=N,metaData=36;3;wsj_2444.xml
thisToken=increase,thisLemma=increase,thisPos=VB,lastToken=to,lastLemma=to,lastPos=TO,nextToken=since,nextLemma=since,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=calibratable_cos-45.6-1;!other_cos-45.4,depth=7,parentNode=VP,siblings=TO;!VP,distStart=5,distEnd=11,inQuotes=False,label=N,metaData=36;5;wsj_2444.xml
thisToken=is,thisLemma=be,thisPos=VBZ,lastToken=Employment,lastLemma=Employment,lastPos=NNP,nextToken=now,nextLemma=now,nextPos=RB,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=3,parentNode=VP,siblings=NP;!VP;!.,distStart=1,distEnd=8,inQuotes=False,label=N,metaData=37;1;wsj_2444.xml
thisToken=increased,thisLemma=increase,thisPos=VBD,lastToken=actually,lastLemma=actually,lastPos=RB,nextToken=15,nextLemma=15,nextPos=CD,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=calibratable_cos-45.6-1;!other_cos-45.4,depth=3,parentNode=VP,siblings=NP;!ADVP;!VP;!.,distStart=6,distEnd=14,inQuotes=False,label=N,metaData=38;6;wsj_2444.xml
thisToken=are,thisLemma=be,thisPos=VBP,"lastToken=,","lastLemma=,","lastPos=,",nextToken=less,nextLemma=less,nextPos=JJR,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=3,parentNode=VP,"siblings=NP;!,;!ADVP;!,;!VP;!.",distStart=7,distEnd=23,inQuotes=False,label=N,metaData=39;7;wsj_2444.xml
thisToken=resulted,thisLemma=result,thisPos=VBN,lastToken=has,lastLemma=have,lastPos=VBZ,nextToken=in,nextLemma=in,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=appear-48.1.1,depth=8,parentNode=VP,siblings=VBZ;!VP,distStart=21,distEnd=9,inQuotes=False,label=N,metaData=39;21;wsj_2444.xml
thisToken=collapsed,thisLemma=collapse,thisPos=VBN,lastToken=but,lastLemma=but,lastPos=CC,nextToken=in,nextLemma=in,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=other_cos-45.4,depth=3,parentNode=VP,"siblings=PP;!,;!NP;!VP;!.",distStart=14,distEnd=4,inQuotes=False,label=N,metaData=40;14;wsj_2444.xml
thisToken=are,thisLemma=be,thisPos=VBP,lastToken=permits,lastLemma=permit,lastPos=NNS,nextToken=down,nextLemma=down,nextPos=RB,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=3,parentNode=VP,siblings=NP;!VP;!.,distStart=3,distEnd=10,inQuotes=False,label=N,metaData=41;3;wsj_2444.xml
thisToken=are,thisLemma=be,thisPos=VBP,lastToken=dollars,lastLemma=dollar,lastPos=NNS,nextToken=under,nextLemma=under,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=3,parentNode=VP,"siblings=SBAR;!,;!NP;!VP;!.",distStart=22,distEnd=26,inQuotes=False,label=N,metaData=42;22;wsj_2444.xml
thisToken=planned,thisLemma=plan,thisPos=VBN,lastToken=or,lastLemma=or,lastPos=CC,nextToken=--,nextLemma=--,nextPos=:,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=wish-62,depth=5,parentNode=VP,siblings=PP;!CC;!VP,distStart=26,distEnd=22,inQuotes=False,label=N,metaData=42;26;wsj_2444.xml
thisToken=encircling,thisLemma=encircle,thisPos=VBG,lastToken=beltway,lastLemma=beltway,lastPos=NN,nextToken=the,nextLemma=the,nextPos=DT,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=contiguous_location-47.8;!fill-9.8,depth=10,parentNode=VP,siblings=NP;!VP,distStart=38,distEnd=10,inQuotes=False,label=N,metaData=42;38;wsj_2444.xml
thisToken=costing,thisLemma=cost,thisPos=VBG,lastToken=projects,lastLemma=project,lastPos=NNS,nextToken=several,nextLemma=several,nextPos=JJ,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=cost-54.2,depth=4,parentNode=VP,siblings=NP;!VP,distStart=18,distEnd=30,inQuotes=False,label=N,metaData=42;18;wsj_2444.xml
thisToken=predict,thisLemma=predict,thisPos=VB,lastToken=can,lastLemma=can,lastPos=MD,nextToken=when,nextLemma=when,nextPos=WRB,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=indicate-78,depth=6,parentNode=VP,siblings=MD;!VP,distStart=4,distEnd=44,inQuotes=False,label=N,metaData=42;4;wsj_2444.xml
thisToken=rebound,thisLemma=rebind,thisPos=VB,lastToken=will,lastLemma=will,lastPos=MD,"nextToken=,","nextLemma=,","nextPos=,",colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=10,parentNode=VP,siblings=MD;!VP,distStart=12,distEnd=36,inQuotes=False,label=N,metaData=42;12;wsj_2444.xml
thisToken=dwarf,thisLemma=dwarf,thisPos=VB,lastToken=will,lastLemma=will,lastPos=MD,nextToken=the,nextLemma=the,nextPos=DT,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=5,parentNode=VP,siblings=MD;!VP,distStart=36,distEnd=5,inQuotes=False,label=N,metaData=43;36;wsj_2444.xml
thisToken=return,thisLemma=return,thisPos=VB,lastToken=will,lastLemma=will,lastPos=MD,"nextToken=,","nextLemma=,","nextPos=,",colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=contribute-13.2-2;!convert-26.6.2;!escape-51.1-2;!send-11.1,depth=5,parentNode=VP,siblings=MD;!VP,distStart=26,distEnd=15,inQuotes=False,label=N,metaData=43;26;wsj_2444.xml
thisToken=occur,thisLemma=occur,thisPos=VB,lastToken=could,lastLemma=could,lastPos=MD,nextToken=as,nextLemma=as,nextPos=RB,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=occurrence-48.3,depth=6,parentNode=VP,siblings=MD;!VP,distStart=14,distEnd=27,inQuotes=False,label=N,metaData=43;14;wsj_2444.xml
thisToken=begins,thisLemma=begin,thisPos=VBZ,lastToken=economy,lastLemma=economy,lastPos=NN,nextToken=to,nextLemma=to,nextPos=TO,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=begin-55.1-1,depth=5,parentNode=VP,siblings=NP;!VP,distStart=5,distEnd=36,inQuotes=False,label=N,metaData=43;5;wsj_2444.xml
thisToken=grow,thisLemma=grow,thisPos=VB,lastToken=to,lastLemma=to,lastPos=TO,nextToken=faster,nextLemma=faster,nextPos=JJR,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=appear-48.1.1;!build-26.1;!calibratable_cos-45.6-1;!entity_specific_modes_being-47.2;!grow-26.2;!other_cos-45.4,depth=8,parentNode=VP,siblings=TO;!VP,distStart=7,distEnd=34,inQuotes=False,label=N,metaData=43;7;wsj_2444.xml
thisToken=follow,thisLemma=follow,thisPos=VB,lastToken=one,lastLemma=one,lastPos=PRP,nextToken=in,nextLemma=in,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=chase-51.6;!contiguous_location-47.8,depth=4,parentNode=VP,siblings=MD;!NP;!VP,distStart=5,distEnd=20,inQuotes=False,label=N,metaData=44;5;wsj_2444.xml
thisToken=is,thisLemma=be,thisPos=VBZ,lastToken=health,lastLemma=health,lastPos=NN,nextToken=not,nextLemma=not,nextPos=RB,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=9,parentNode=VP,siblings=NP;!VP,distStart=13,distEnd=12,inQuotes=False,label=N,metaData=44;13;wsj_2444.xml
thisToken=determine,thisLemma=determine,thisPos=VB,lastToken=to,lastLemma=to,lastPos=TO,nextToken=as,nextLemma=as,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=,depth=13,parentNode=VP,siblings=TO;!VP,distStart=18,distEnd=7,inQuotes=False,label=N,metaData=44;18;wsj_2444.xml
thisToken=dropping,thisLemma=drop,thisPos=VBG,lastToken=is,lastLemma=be,lastPos=VBZ,nextToken=from,nextLemma=from,nextPos=IN,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=calibratable_cos-45.6-1;!meander-47.7;!put_direction-9.4;!roll-51.3.1,depth=4,parentNode=VP,siblings=VBZ;!VP,distStart=8,distEnd=21,inQuotes=False,label=N,metaData=45;8;wsj_2444.xml
thisToken=rise,thisLemma=rise,thisPos=VB,lastToken=easily,lastLemma=easily,lastPos=RB,nextToken=to,nextLemma=to,nextPos=TO,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=appear-48.1.1;!assuming_position-50;!calibratable_cos-45.6-1;!escape-51.1-2;!spatial_configuration-47.6,depth=4,parentNode=VP,siblings=MD;!ADVP;!VP,distStart=13,distEnd=13,inQuotes=False,label=N,metaData=46;13;wsj_2444.xml
thisToken=create,thisLemma=create,thisPos=VB,lastToken=will,lastLemma=will,lastPos=MD,nextToken=significant,nextLemma=significant,nextPos=JJ,colonAdj=False,quoteAdjIns=False,quoteAdjOut=False,VNclasses=create-26.4;!engender-27,depth=4,parentNode=VP,siblings=MD;!VP,distStart=23,distEnd=18,inQuotes=False,label=N,metaData=47;23;wsj_2444.xml
